iter	RMSE
307	0.2757719023
308	0.2755688735
309	0.2754556016
310	0.2752478612
311	0.2748408657
312	0.2747705784
313	0.2746504693
314	0.2744361294
315	0.2742604801
316	0.2741823358
317	0.2739730727
318	0.2737264855
319	0.2735527829
320	0.2734459395
321	0.2731383061
322	0.2729452791
323	0.2727226866
324	0.2726273222
325	0.2725507537
326	0.2723374068
327	0.2721789197
328	0.2718768876
329	0.2717217041
330	0.2713669174
331	0.2712365597
332	0.2711337756
333	0.2709830833
334	0.2707776329
335	0.2706294253
336	0.2703031831
337	0.2700244044
338	0.2699180776
339	0.2696055898
340	0.2694314611
341	0.2692599333
342	0.2691316088
343	0.2689304443
344	0.2687410576
345	0.2686675764
346	0.2683087512
347	0.2681591978
348	0.2678515031
349	0.2676716067
350	0.2674925016
351	0.2672309925
352	0.2669936496
353	0.2668287599
354	0.2666210102
355	0.266481357
356	0.2664174919
357	0.2663108113
358	0.2660838188
359	0.2658434701
360	0.2656652254
361	0.2655055436
362	0.2651925888
363	0.2649785536
364	0.2649136831
365	0.2647463562
366	0.2645422387
367	0.2643049925
368	0.2641779777
369	0.2641271521
370	0.2640377402
371	0.2637598187
372	0.2635869118
373	0.2634614425
374	0.2632006941
375	0.2630791312
376	0.262865475
377	0.2626652896
378	0.2625408806
379	0.2623824251
380	0.2622764535
381	0.2620854139
382	0.2619790804
383	0.2617388582
384	0.2616328565
385	0.2614004559
386	0.2613037734
387	0.2612170463
388	0.2610281739
389	0.2609691149
390	0.2607332923
391	0.2605717407
392	0.2602169874
393	0.2599536825
394	0.2597469048
395	0.2595519569
396	0.2593008998
397	0.2591853441
398	0.2589800514
399	0.2588194281
400	0.2586474116
401	0.2583980652
402	0.2581227959
403	0.257941152
404	0.2578421348
405	0.2577301218
406	0.2574739933
407	0.2573276226
408	0.2572494485
409	0.2571401179
410	0.2570670151
411	0.256873855
412	0.2566648055
413	0.2564380893
414	0.256330023
415	0.2562544132
416	0.2560843559
417	0.2559670108
418	0.2557989684
419	0.2555039959
420	0.2553932201
421	0.2553108808
422	0.2551370389
423	0.2550428033
424	0.254886697
425	0.2547142129
426	0.2546359346
427	0.2544528527
428	0.2543609072
429	0.2542315178
430	0.2540860131
431	0.253922707
432	0.2537522427
433	0.2535598261
434	0.2534908618
435	0.2534443435
436	0.2533254419
437	0.2532229639
438	0.2531590796
439	0.2528962455
440	0.2526951901
441	0.252586951
442	0.2525377996
443	0.2524450359
444	0.2523291241
445	0.2522034886
446	0.2521713241
447	0.25201296
448	0.2519797324
449	0.2518292569
450	0.2517334606
451	0.2516485407
452	0.2515147803
453	0.2513638695
454	0.2512118579
455	0.2510737428
456	0.2509809873
457	0.2509152963
458	0.2507805957
459	0.2506644157
460	0.2504520506
461	0.2503253975
462	0.2501945727
463	0.2500527456
464	0.2499820692
465	0.2498569997
466	0.249761326
467	0.2497315602
468	0.2496634234
469	0.2495457432
470	0.2492946219
471	0.2491447834
472	0.2490900765
473	0.2489514189
474	0.248824675
475	0.2485162086
476	0.2484568435
477	0.2482804686
478	0.248174469
479	0.2480317018
480	0.2479653912
481	0.2478167565
482	0.2477300385
483	0.2476195673
484	0.2474480334
485	0.2473991176
486	0.2472821292
487	0.2471801675
488	0.2470147323
489	0.2469721639
490	0.2468140269
491	0.2466536444
492	0.2465625562
493	0.2463476693
494	0.2462154305
495	0.2460926995
496	0.2459899128
497	0.245950545
498	0.2459121715
499	0.2456633963
500	0.2454724211
501	0.2454033646
502	0.2453100915
503	0.2452067889
504	0.2451054669
505	0.2449394436
506	0.2448014653
507	0.2447107523
508	0.2445916384
509	0.2444252303
510	0.2443483938
511	0.2441701014
512	0.2440304406
513	0.2439892527
514	0.2439361624
515	0.2438537649
516	0.2437281298
517	0.2435932998
518	0.2434137522
519	0.2433568136
520	0.2431974438
521	0.2430927721
522	0.2430263115
523	0.2429623372
524	0.2429339763
525	0.2428870246
526	0.2427369989
527	0.2426551077
528	0.2425690263
529	0.2424206976
530	0.2423237949
531	0.2421233566
532	0.2420948278
533	0.2419992429
534	0.241826874
535	0.241769266
536	0.2416540962
537	0.2413606952
538	0.241111438
539	0.2410094772
540	0.2409578116
541	0.2409068252
542	0.2408260114
543	0.240658763
544	0.2405957791
545	0.2404074565
546	0.2403658451
547	0.240295067
548	0.2401994521
549	0.2401284062
550	0.2399831136
551	0.2397925347
552	0.2396194091
553	0.2394808527
554	0.2393980416
555	0.2393794701
556	0.2393393665
557	0.2391403181
558	0.2390592433
559	0.2389544415
560	0.2389308488
561	0.2388445801
562	0.2387217473
563	0.2386714676
564	0.2385416389
565	0.2384933486
566	0.2383767218
567	0.238300782
568	0.2382198273
569	0.2381933809
570	0.2381642283
571	0.2380140894
572	0.2379046305
573	0.2378489641
574	0.2377301242
575	0.2376687214
576	0.2375659102
577	0.2375293693
578	0.2374335643
579	0.2373799313
580	0.2372843542
581	0.2372699837
582	0.237214181
583	0.2371193287
584	0.2370684285
585	0.2369021205
586	0.2367313781
587	0.2366591502
588	0.2365655579
589	0.2364272475
590	0.2363604385
591	0.2363204613
592	0.2362706229
593	0.2361634946
594	0.2361105257
595	0.2360436016
596	0.2359797827
597	0.2358992897
598	0.2357187323
599	0.2356476281
600	0.2355754153
601	0.2354601197
602	0.2353375741
603	0.2351520724
604	0.2351389734
605	0.2349866181
606	0.2348158979
607	0.2346566576
608	0.234623955
609	0.2344790473
610	0.2343701566
611	0.2342800345
612	0.2342250636
613	0.2340599307
614	0.2339405109
615	0.2338529075
616	0.2337944843
617	0.2336934732
618	0.2336826564
619	0.2336579275
620	0.2335811423
621	0.2334338533
622	0.2333504299
623	0.2332756944
624	0.233138479
625	0.2331011529
626	0.2330739165
627	0.2329352525
628	0.2328821599
629	0.232807554
630	0.2327824398
631	0.2326784932
632	0.2325812187
633	0.2324783217
634	0.232292702
635	0.2321803437
636	0.2320593746
637	0.2320033943
638	0.2319648417
639	0.2318022355
640	0.2317189355
641	0.2316915723
642	0.2316233242
643	0.2315064095
644	0.2313861075
645	0.2313674812
646	0.2312969172
647	0.2312420332
648	0.2310323236
649	0.2309698392
650	0.2308678178
651	0.2308429104
652	0.2307776877
653	0.2306238057
654	0.2305522839
655	0.23051416
656	0.2304035629
657	0.230275943
658	0.2301843187
659	0.2301711324
660	0.2301585228
661	0.2301413249
662	0.2299805356
663	0.2299329163
664	0.2299113146
665	0.2298531629
666	0.2298282475
667	0.2297396857
668	0.229673093
669	0.2295178968
670	0.2294916514
671	0.2293720363
672	0.2293223991
673	0.229278605
674	0.229102652
675	0.2290319825
676	0.2289923205
677	0.2289474094
678	0.2288720869
679	0.2288049202
680	0.2287520543
681	0.2287329505
682	0.2287057787
683	0.2286338912
684	0.228547821
685	0.2284540056
686	0.2283538514
687	0.2282884102
688	0.2280339177
689	0.227914664
690	0.2277908366
691	0.2276670876
692	0.2276270004
693	0.2275375168
694	0.2273949035
695	0.2273748806
696	0.2271974363
697	0.2271548405
698	0.2270474211
699	0.2269745081
700	0.2268911697
701	0.2268892978
702	0.2268365476
703	0.2267793831
704	0.2266669064
705	0.2265596902
706	0.2265062884
707	0.226504788
708	0.2263565581
709	0.2263126587
710	0.2262790815
711	0.2261488282
712	0.2260404479
713	0.2260007489
714	0.2259344404
715	0.2258883952
716	0.2257852191
717	0.2257437958
718	0.2256902682
719	0.2256883882
720	0.2256815802
721	0.22556048
722	0.2254962347
723	0.2253912965
724	0.225324799
725	0.2252687832
726	0.2251118448
727	0.2250077499
728	0.2250058626
729	0.2249468575
730	0.2249450517
731	0.2248216918
732	0.2247617417
733	0.2246721641
734	0.2245353197
735	0.22446422
736	0.2244283723
737	0.224312279
738	0.2242456325
739	0.2241618883
740	0.2241078974
741	0.2240592235
742	0.2239876227
743	0.2238191345
744	0.2237564547
745	0.2235818352
746	0.2235034692
747	0.223290859
748	0.2232107249
749	0.2231402551
750	0.2230180344
751	0.2229212664
752	0.2228066511
753	0.22280587
754	0.222699929
755	0.2226841914
756	0.222660692
757	0.2225501577
758	0.2224067151
759	0.2223442294
760	0.2222571151
761	0.2222151971
762	0.2221482649
763	0.222127751
764	0.2220164651
765	0.2219318911
766	0.2218803875
767	0.22180031
768	0.221701127
769	0.2216117246
770	0.2215579004
771	0.2215173567
772	0.2215002784
773	0.2214944165
774	0.2214317577
775	0.221221584
776	0.2211637924
777	0.2211110007
778	0.2210363857
779	0.2209862739
780	0.2208450911
781	0.2207726195
782	0.2207180719
783	0.2206137413
784	0.220539247
785	0.2205008512
786	0.2203589638
787	0.2203225545
788	0.2201899481
789	0.2201881726
790	0.2201144809
791	0.2199580726
792	0.2198579965
793	0.2197699876
794	0.2196753136
795	0.2195818761
796	0.2195610434
797	0.2194589371
798	0.2194348312
799	0.219338055
800	0.2192533874
801	0.2191835177
802	0.2191186375
803	0.219060452
804	0.2190146333
805	0.2189400726
806	0.2188897617
807	0.2188255628
808	0.218771664
809	0.218705363
810	0.2186707136
811	0.2186512187
812	0.2185375806
813	0.218478754
814	0.2184026183
815	0.2183176348
816	0.2182374533
817	0.2181265423
818	0.2180503116
819	0.2179782362
820	0.2178803588
821	0.2178354652
822	0.2178098417
823	0.2177499815
824	0.2176398973
825	0.2175939596
826	0.217479328
827	0.2173823248
828	0.2173517598
829	0.2171873167
830	0.2171008827
831	0.217046249
832	0.2169919523
833	0.2168672262
834	0.2168420567
835	0.2167426539
836	0.2165953725
837	0.2165270477
838	0.2164539512
839	0.2164236956
840	0.2162886798
841	0.2162040565
842	0.2161483255
843	0.2160492878
844	0.2160027592
845	0.2159156782
846	0.2158257268
847	0.2157359917
848	0.2156510051
849	0.2155662921
850	0.215472407
851	0.2154372648
852	0.2153689348
853	0.2152452926
854	0.2151637349
855	0.2151066589
856	0.21506809
857	0.2149422858
858	0.2148787429
859	0.214817663
860	0.214793304
861	0.2147107439
862	0.2146167074
863	0.2145531155
864	0.214485982
865	0.2144691918
866	0.2144674035
867	0.2143844538
868	0.2143168711
869	0.2142849491
870	0.2142311744
871	0.2141459796
872	0.2140472434
873	0.2139862153
874	0.2139343757
875	0.2139334396
876	0.2138740374
877	0.2137638259
878	0.2137188259
879	0.213646328
880	0.2135389443
881	0.2134642194
882	0.2134212054
883	0.2133466246
884	0.2132912944
885	0.2132378946
886	0.2131716601
887	0.2130710366
888	0.2130369994
889	0.2129885544
890	0.2129203553
891	0.2127969156
892	0.2127528649
893	0.212737278
894	0.2126317112
895	0.2125251195
896	0.2124724506
897	0.2122922503
898	0.21223726
899	0.2122086585
900	0.2121771454
901	0.2121406849
902	0.2121055775
903	0.2120569838
904	0.212000927
905	0.2119717386
906	0.2118654621
907	0.2118213374
908	0.2118197637
909	0.2117777874
910	0.2117190002
911	0.2116415476
912	0.211607995
913	0.2115479868
914	0.2115473413
915	0.2114237868
916	0.2114133494
917	0.2113778917
918	0.2112743174
919	0.2112150621
920	0.2111453118
921	0.2110521179
922	0.2110324645
923	0.2109807119
924	0.2109439124
925	0.2109192987
926	0.2108816504
927	0.2108289616
928	0.2108278908
929	0.2107648838
930	0.2107310484
931	0.2106868344
932	0.2106454878
933	0.2105668329
934	0.2104542575
935	0.2104110473
936	0.2103880166
937	0.21030168
938	0.210249982
939	0.2102092449
940	0.2101842628
941	0.2101496301
942	0.2101115942
943	0.2100967162
944	0.2100733263
945	0.2100434254
946	0.2099700645
947	0.2098848294
948	0.2097872151
949	0.2097399469
950	0.2096286915
951	0.2095457761
952	0.2095021774
953	0.2094518523
954	0.2094168711
955	0.2093455468
956	0.209274861
957	0.2091501922
958	0.2091286591
959	0.2090748653
960	0.2090096081
961	0.2089003963
962	0.2088458669
963	0.2087501651
964	0.2086162703
965	0.208482355
966	0.208443044
967	0.2084249788
968	0.2083002605
969	0.208280589
970	0.2081616279
971	0.2081045446
972	0.2080229412
973	0.2079435596
974	0.2078834791
975	0.2077333607
976	0.2077110437
977	0.2076808464
978	0.2076121558
979	0.2074987197
980	0.2073971538
981	0.2073279531
982	0.2072729241
983	0.2072011922
984	0.2071743913
985	0.2070925605
986	0.2070662862
987	0.2070217613
988	0.2069599114
989	0.2069515128
990	0.2068860897
991	0.2067501066
992	0.2066456914
993	0.2065642365
994	0.2065296996
995	0.2064999833
996	0.2064579637
997	0.2064061226
998	0.2063699888
999	0.2063260355
1000	0.206250259
1001	0.206249159
1002	0.2061818261
1003	0.2061485385
1004	0.2061051639
1005	0.2060711968
1006	0.2059850471
1007	0.2059042175
1008	0.2058566655
1009	0.2058200355
1010	0.2057761705
1011	0.2057114477
1012	0.2056680884
1013	0.2056270472
1014	0.2054969447
1015	0.2053941696
1016	0.2053802186
1017	0.2052940315
1018	0.2051869999
1019	0.2051533074
1020	0.2051267747
1021	0.2050517695
1022	0.2050464765
1023	0.2049824511
1024	0.2048762528
1025	0.2047763149
1026	0.2047520013
1027	0.2046702199
1028	0.2045436974
1029	0.2045305911
1030	0.2045174882
1031	0.2044492417
1032	0.2044317788
1033	0.204345915
1034	0.2043000008
1035	0.204214766
1036	0.2041986806
1037	0.2041383192
1038	0.2040865789
1039	0.204016024
1040	0.2039375787
1041	0.2038470582
1042	0.2038372983
1043	0.2037948697
1044	0.2037565216
1045	0.2036543868
1046	0.2036196397
1047	0.2035623359
1048	0.2035131319
1049	0.2034701414
1050	0.2034389237
1051	0.2034340209
1052	0.2034047321
1053	0.2033481342
1054	0.2033473541
1055	0.2033068307
1056	0.2032434071
1057	0.2031989817
1058	0.2031085675
1059	0.2030349379
1060	0.2029967044
1061	0.202918991
1062	0.2028545096
1063	0.2028188286
1064	0.2026420968
1065	0.2026098948
1066	0.2025415952
1067	0.2024908362
1068	0.2024827763
1069	0.2024205453
1070	0.202372405
1071	0.202366877
1072	0.2022828193
1073	0.2021979595
1074	0.2021236816
1075	0.202091873
1076	0.2020224951
1077	0.2020209955
1078	0.2019839525
1079	0.2019229195
1080	0.2018850609
1081	0.2017644792
1082	0.201689519
1083	0.2016459386
1084	0.2015646996
1085	0.201563259
1086	0.20149039
1087	0.2014262734
1088	0.2013623255
1089	0.2013609209
1090	0.2012253667
1091	0.201149262
1092	0.201084917
1093	0.2010507595
1094	0.2010047973
1095	0.2009655304
1096	0.2008878997
1097	0.2008401011
1098	0.2007072216
1099	0.2006396512
1100	0.2005632395
1101	0.2004433165
1102	0.2003943997
1103	0.2003454254
1104	0.2002889971
1105	0.2002130884
1106	0.2001873064
1107	0.200088563
1108	0.2000336344
1109	0.1999693779
1110	0.1999285434
1111	0.1999275435
1112	0.1999241969
1113	0.1998475958
1114	0.1997748361
1115	0.1997372331
1116	0.1997117079
1117	0.1997108595
1118	0.1996352948
1119	0.1995583534
1120	0.1995109385
1121	0.1994667209
1122	0.199431728
1123	0.1994024492
1124	0.1993106901
1125	0.1992699961
1126	0.1991546032
1127	0.1991171144
1128	0.1990982111
1129	0.1990192502
1130	0.1989677382
1131	0.1989110933
1132	0.198840975
1133	0.1988359264
1134	0.1988075488
1135	0.198719909
1136	0.1986527574
1137	0.1986433942
1138	0.1985337322
1139	0.1984660218
1140	0.1984467884
1141	0.1984171299
1142	0.1983602291
1143	0.1983462847
1144	0.1982701235
1145	0.1982388756
1146	0.198108719
1147	0.1980906687
1148	0.1980198477
1149	0.1979699008
1150	0.1979167938
1151	0.1979051781
1152	0.1978283187
1153	0.1977847333
1154	0.1977728807
1155	0.1976968744
1156	0.1976886366
1157	0.1976460265
1158	0.1975933143
1159	0.197473829
1160	0.1973821742
1161	0.1973269092
1162	0.1973026671
1163	0.1972540381
1164	0.1972082981
1165	0.1971511425
1166	0.1971109658
1167	0.1971030935
1168	0.1970334926
1169	0.1970200572
1170	0.1969910058
1171	0.1968799046
1172	0.1968630967
1173	0.1968332885
1174	0.1968215902
1175	0.1967054977
1176	0.196667923
1177	0.1965681123
1178	0.1965214468
1179	0.1964290921
1180	0.1963895375
1181	0.1963062249
1182	0.196259144
1183	0.1962369199
1184	0.1961643942
1185	0.1961156965
1186	0.1960846884
1187	0.19602577
1188	0.1959694734
1189	0.1958965425
1190	0.1957629228
1191	0.1957524478
1192	0.1956805962
1193	0.1956468577
1194	0.19561773
1195	0.1955781676
1196	0.1955151913
1197	0.1955036227
1198	0.1954484296
1199	0.1953722009
1200	0.1953189727
1201	0.1952852991
1202	0.1952527046
1203	0.1952222613
1204	0.1951884778
1205	0.1951362349
1206	0.1951263855
1207	0.1951005912
1208	0.1950541045
1209	0.1949960722
1210	0.1949865561
1211	0.1949073658
1212	0.1948649833
1213	0.1948133452
1214	0.1947783214
1215	0.1947151572
1216	0.19466473
1217	0.1946403325
1218	0.1946025636
1219	0.1945273453
1220	0.1944998902
1221	0.1943303467
1222	0.1943138504
1223	0.1942845202
1224	0.1942837683
1225	0.1942532701
1226	0.1942236005
1227	0.194222814
1228	0.1941710477
1229	0.1941631108
1230	0.1941509949
1231	0.1941275974
1232	0.1940985455
1233	0.1940886135
1234	0.1940012509
1235	0.1939857134
1236	0.1939471291
1237	0.1939038835
1238	0.1938557817
1239	0.1938270883
1240	0.1937868428
1241	0.1937472388
1242	0.1937284795
1243	0.1936879877
1244	0.1936339635
1245	0.1935690306
1246	0.1935613783
1247	0.1935024925
1248	0.1934412865
1249	0.1933822678
1250	0.1933494154
1251	0.1933001353
1252	0.1932846562
1253	0.1931896288
1254	0.1931473658
1255	0.1930543743
1256	0.1930229319
1257	0.1929337217
1258	0.1929122405
1259	0.192872101
1260	0.1928458455
1261	0.192765075
1262	0.1927255763
1263	0.1926274847
1264	0.1925912614
1265	0.1924583837
1266	0.1924507875
1267	0.1924008549
1268	0.1923266299
1269	0.1922353722
1270	0.1921929922
1271	0.1921394805
1272	0.1920983733
1273	0.1920758747
1274	0.1920213627
1275	0.1919577734
1276	0.1918937702
1277	0.1918378063
1278	0.1917564994
1279	0.1917501836
1280	0.1917229014
1281	0.1916819496
1282	0.1916375865
1283	0.1916118062
1284	0.1916002071
1285	0.1915370086
1286	0.1914365465
1287	0.191417615
1288	0.1913593629
1289	0.191342694
1290	0.1912846042
1291	0.191255669
1292	0.1911773359
1293	0.1910950124
1294	0.1910870253
1295	0.1910457365
1296	0.1910452878
1297	0.1909883887
1298	0.1908700181
1299	0.1908150327
1300	0.1907882183
1301	0.1907752339
1302	0.1907184556
1303	0.1906992237
1304	0.190683241
1305	0.1906643623
1306	0.1905804716
1307	0.1904938593
1308	0.1903609145
1309	0.1903370043
1310	0.1902113074
1311	0.1901281599
1312	0.1900256988
1313	0.1899950845
1314	0.1899528052
1315	0.189878702
1316	0.1898669347
1317	0.1898080762
1318	0.1897617886
1319	0.1897115463
1320	0.1896902203
1321	0.18966132
1322	0.1896256329
1323	0.1895356898
1324	0.1895263613
1325	0.1894877095
1326	0.1894383663
1327	0.1893811077
1328	0.1893600727
1329	0.1893029568
1330	0.189261994
1331	0.1892197486
1332	0.1891626927
1333	0.1890940184
1334	0.1890935334
1335	0.1890169983
1336	0.1889528464
1337	0.1888771402
1338	0.1888195075
1339	0.1888073418
1340	0.1887447205
1341	0.1886926282
1342	0.1886744051
1343	0.1885750561
1344	0.18845903
1345	0.1883861248
1346	0.1883677606
1347	0.1882843647
1348	0.1882754794
1349	0.1881849217
1350	0.188083384
1351	0.1880164342
1352	0.1879765949
1353	0.1878850239
1354	0.1878218246
1355	0.1877954228
1356	0.1877819526
1357	0.1877523518
1358	0.1876613126
1359	0.1876205037
1360	0.1875781457
1361	0.187522318
1362	0.1875057974
1363	0.1874799614
1364	0.1874480966
1365	0.1874337925
1366	0.1874021954
1367	0.1873461814
1368	0.1872942536
1369	0.1872569437
1370	0.1872065137
1371	0.1871697031
1372	0.1871147845
1373	0.1870606604
1374	0.1870308619
1375	0.1869591095
1376	0.1869271987
1377	0.1869058041
1378	0.1868108403
1379	0.1867795203
1380	0.1867724617
1381	0.1867299694
1382	0.1866873019
1383	0.186616377
1384	0.1866079669
1385	0.1865862651
1386	0.1865668228
1387	0.1865088963
1388	0.1864765645
1389	0.1864177893
1390	0.1863715468
1391	0.1863264592
1392	0.1863071699
1393	0.1863020819
1394	0.1862609249
1395	0.1862458269
1396	0.186236781
1397	0.186172348
1398	0.1861257957
1399	0.1860845899
1400	0.186026506
1401	0.1859753529
1402	0.1859096842
1403	0.1858917002
1404	0.1858087488
1405	0.185770618
1406	0.1857437486
1407	0.1857057708
1408	0.1856641945
1409	0.1856013796
1410	0.1855450057
1411	0.1854483694
1412	0.185430185
1413	0.185368251
1414	0.1853387574
1415	0.1852399825
1416	0.1852035539
1417	0.1851466982
1418	0.1850570351
1419	0.1849757066
1420	0.1848892907
1421	0.1848591961
1422	0.1847910547
1423	0.1847662909
1424	0.184720578
1425	0.1846893533
1426	0.1846431547
1427	0.1846108027
1428	0.1845807097
1429	0.1845377249
1430	0.1845166397
1431	0.1844813481
1432	0.1844664553
1433	0.1844175475
1434	0.1843128513
1435	0.1842330213
1436	0.184201266
1437	0.1841720393
1438	0.1840953194
1439	0.1839653585
1440	0.1839581803
1441	0.1839490837
1442	0.1838751339
1443	0.183829988
1444	0.1837651588
1445	0.1836767598
1446	0.1836543862
1447	0.1836121396
1448	0.1835861145
1449	0.1835334145
1450	0.183495654
1451	0.1834700141
1452	0.1834275454
1453	0.1833935012
1454	0.1833139546
1455	0.1832505215
1456	0.1832218896
1457	0.1831259034
1458	0.1831116549
1459	0.1830831945
1460	0.1830524463
1461	0.1830482028
1462	0.1829807604
1463	0.1829435327
1464	0.1828623162
1465	0.1828349043
1466	0.1828077879
1467	0.1827734189
1468	0.1827328045
1469	0.1827036638
1470	0.1826897155
1471	0.1826734209
1472	0.1826533815
1473	0.1826044726
1474	0.1825581285
1475	0.182512706
1476	0.1824806061
1477	0.1824146239
1478	0.1824060137
1479	0.1823402729
1480	0.1822821198
1481	0.1822624365
1482	0.1822461048
1483	0.18223676
1484	0.182223048
1485	0.1821950145
1486	0.182149462
1487	0.1821270574
1488	0.1820839029
1489	0.1820828364
1490	0.181996854
1491	0.1819583563
1492	0.1819326606
1493	0.1819068438
1494	0.1818991477
1495	0.1818141334
1496	0.1817379633
1497	0.1816885502
1498	0.1816690186
1499	0.1816567514
